category_id,language_id,name,description,meta_title,meta_description,meta_keyword,custom_title
207,1,Wedding Photo Booths,"&lt;center&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;This is a &lt;b&gt;DO IT YOURSELF PROJECT.&lt;/b&gt;&lt;/p&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;b&gt;YOUR ONLY GETTING POSTER.&lt;/b&gt;&lt;/p&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;You would have to Mount it yourself to any cardboard or board.&lt;/p&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;span style=&quot;background-color: rgb(244, 244, 244);&quot;&gt;Size: 36x24 Fits 1-2 people per frame. Size: 48x36 Fits 2-3 people per frame.&lt;/span&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;iframe frameborder=&quot;0&quot; src=&quot;//www.youtube.com/embed/w9V-QipcOKA&quot; width=&quot;640&quot; height=&quot;360&quot; class=&quot;note-video-clip&quot;&gt;&lt;/iframe&gt;&lt;span style=&quot;background-color: rgb(244, 244, 244);&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;br&gt;&lt;/p&gt;&lt;/center&gt;",Wedding Photo Booths,Wedding Photo Booths,wedding photo booths,
208,1,Wedding,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Wedding&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/wedding.jpg&quot; style=&quot;color: inherit; font-family: inherit; width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#ff9c00&quot; face=&quot;Avenir LT W01 45 Book, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;b&gt;&lt;i&gt;Let's Celebrate Love! A New Journey Of Life!&lt;/i&gt;&lt;/b&gt;&lt;/span&gt;&lt;/font&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(97, 97, 97); font-family: Lato, Arial, sans-serif; font-size: 16px; text-align: left;&quot;&gt;A wedding is the celebration of love, trust, partnership, tolerance, and tenacity.&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(75, 73, 76); font-family: arial, helvetica, sans-serif; font-size: small;&quot;&gt;From wedding, bachelorette&amp;nbsp;party, bachelor party, bridal shower you name it we have it to make your special occasion even more special.&lt;/span&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;font face=&quot;arial, helvetica, sans-serif&quot; size=&quot;2&quot;&gt;&lt;font color=&quot;#4b494c&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/span&gt;&lt;/div&gt;","Wedding, Anniversary, Bridal Shower, Bachelor Party, Bachelorette party, Wedding sign, 25th Anniversary, 50th Anniversary","Wedding, Anniversary, Bridal Shower, Bachelor Party, Bachelorette party, Wedding sign, 25th Anniversary, 50th Anniversary","Wedding, Anniversary, Bridal Shower, Bachelor Party, Bachelorette party, Wedding sign, 25th Anniversary, 50th Anniversary",NULL
209,1,Baby Showers,"&lt;center&gt;&lt;h1&gt;&lt;font face=&quot;Arial Black&quot; color=&quot;#424242&quot;&gt;&amp;nbsp;Baby Shower Party&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/baby shower.jpg&quot; style=&quot;color: inherit; font-family: inherit; width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;b&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New Life...&amp;nbsp;New Family...New Begining!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(88, 89, 91); font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 14px; text-align: start;&quot;&gt;Shower the guest of honor and give her the proper recognition that she deserves as she enters this exciting chapter of her life with a growing family.&lt;/span&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(75, 73, 76); font-family: arial, helvetica, sans-serif; font-size: small;&quot;&gt;We have plenty of themes to select from especially for your&amp;nbsp;mommy-to-be.&lt;/span&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;font face=&quot;arial, helvetica, sans-serif&quot; size=&quot;2&quot;&gt;&lt;font color=&quot;#4b494c&quot;&gt;Best of all Personalization is &lt;/font&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/font&gt;&lt;br&gt;&lt;/span&gt;&lt;br&gt;&lt;/div&gt;","Baby Shower Banner, Baby shower photo booth, Baby shower poster, baby shower party supplies, baby shower props, baby shower invitations, baby shower balloon","Baby Shower Banner, Baby shower photo booth, Baby shower poster, baby shower party supplies, baby shower props, baby shower invitations, baby shower balloon","Baby Shower Banner, Baby shower photo booth, Baby shower poster, baby shower party supplies, baby shower props, baby shower invitations, baby shower balloon",NULL
211,1,Holiday,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Holiday&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Basic/holidays.jpg&quot; style=&quot;color: inherit; font-family: inherit; width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;b&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Holiday is the best season for making memories!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/b&gt;&lt;br&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(75, 73, 76); font-family: arial, helvetica, sans-serif; font-size: small; text-align: left;&quot;&gt;Everyone has their own favorite&amp;nbsp;holidays. Celebrate your life’s special occasions with our&amp;nbsp;fun party supplies.&amp;nbsp;&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(75, 73, 76); font-family: arial, helvetica, sans-serif; font-size: small; text-align: left;&quot;&gt;Thanksgiving, Christmas, New Year's Eve, Valentine's Day, Easter, 4th of July you name it we&amp;nbsp;have it all ...just for you.&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;font face=&quot;arial, helvetica, sans-serif&quot; size=&quot;2&quot;&gt;&lt;font color=&quot;#4b494c&quot;&gt;Best of all Personalization is&amp;nbsp;&lt;/font&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;Free&lt;/font&gt;&lt;/span&gt;&lt;/font&gt;&lt;/span&gt;&lt;/div&gt;",Holiday Theme,Holidays &amp; Special Events,holidays,NULL
212,1,Wall Art,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Wall Art&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/wall art new.jpg&quot; style=&quot;font-size: 13px; width: 1479px;&quot;&gt;&lt;br&gt;&lt;/h1&gt;&lt;p&gt;&lt;br&gt;&lt;/p&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;b&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Decorate your home or workplace your&amp;nbsp;way!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;These wall art makes a great addition to your decor or as a gift for your&amp;nbsp;near and dear one and more!!&lt;/span&gt;&lt;br&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font face=&quot;Arial&quot;&gt;&lt;span style=&quot;color: rgb(33, 33, 33); font-size: 16px; letter-spacing: -0.14px; text-align: start;&quot;&gt;Have a specific design in mind that you don’t see? Contact Us&amp;nbsp;&lt;/span&gt;&lt;span style=&quot;color: rgb(33, 33, 33); font-size: 16px; letter-spacing: -0.14px; text-align: start;&quot;&gt;and we will create something new just for you.&lt;/span&gt;&lt;/font&gt;&lt;span style=&quot;text-align: start;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/div&gt;",Wall Art Decor,Wall Art Decor,wall art,NULL
215,1,Emoji Birthday Theme,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Emoji Birthday Theme.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Emoji Birthday Theme,Emoji Birthday Theme,Emoji Birthday Theme,NULL
216,1,Video Game Theme,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Video Game Theme.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Video Game Theme,Video Game Theme,Video Game Theme,NULL
217,1,Animals &amp; Monsters,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Animals _ Monsters.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Animals &amp; Monsters,Animals &amp; Monsters,animals &amp; monsters,NULL
218,1,Cartoon Superhero Banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Cartoon Superhero Banners.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Cartoon Superhero Banners,Cartoon Superhero Banners,cartoon superhero banners,NULL
219,1,Fairytale Birthday Theme,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Fairytale Birthday Theme.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Fairytale Birthday Theme,Fairytale Birthday Theme,Fairytale Birthday Theme,NULL
220,1,Cutesy Food Banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Cutesy Food Banners.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Cutesy Food Banners,Cutesy Food Banners,cutesy food banners,NULL
221,1,Sports &amp; Racing,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Sports _ Racing.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Sports &amp; Racing,Sports &amp; Racing,sports &amp; racing,NULL
222,1, International Theme,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/International Theme.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;, International Theme, International Theme, international theme,NULL
223,1, Add Photo to Poster,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Add Photo to Poster.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;, Add Photo to Poster, Add Photo to Poster, add photo to poster,NULL
225,1,Sweet 16 Party,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Sweet 16 Party.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Sweet 16 Party,Sweet 16 Party,sweet 16 party,NULL
226,1,Birthday Age,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Birthday Age.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,Birthday Age,Birthday Age,birthday age,NULL
227,1,10 year old banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Birthday Age 10.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,10 year old banners,10 year old banners,10 year old banners,NULL
228,1,9 Years Old Banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Birthday Age 9.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,9 Years Old Banners,9 Years Old Banners,9 years old banners,NULL
229,1,8 Years Old Banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Birthday Age 8.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,8 Years Old Banners,8 Years Old Banners,8 years old banners,NULL
230,1,7 Years Old Banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Birthday Age 7.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,7 Years Old Banners,7 Years Old Banners,7 years old banners,NULL
231,1,6 Years Old Banners,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Birthday Age 6.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,6 Years Old Banners,6 Years Old Banners,6 years old banners,NULL
232,1,Unique Collection,&lt;p&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/2021-Alex/Birthday Theme/Unique Collection.jpg&quot; style=&quot;width: 1479px;&quot;&gt;&lt;br&gt;&lt;/p&gt;,birthday-banners,Unique Collection,unique collection,NULL
235,1,Calendars,"&lt;center&gt;&lt;h1&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Calendars&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;img src=&quot;https://speedyorders.com/image/catalog/Categories/calendarsbanner-640x640.jpg&quot; style=&quot;width: 640px;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;h1&gt;&lt;br&gt;&lt;/h1&gt;&lt;/center&gt;&lt;p style=&quot;text-align: center;&quot;&gt;&lt;b&gt;&lt;font color=&quot;#ff9c00&quot;&gt;&lt;em style=&quot;font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; font-size: 18px;&quot;&gt;&lt;span style=&quot;font-size: 24px;&quot;&gt;&amp;nbsp;Celebrate New The Year With New Creative&amp;nbsp;Calendar!&lt;/span&gt;&lt;/em&gt;&lt;/font&gt;&lt;/b&gt;&lt;/p&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px;&quot;&gt;&lt;div style=&quot;text-align: center;&quot;&gt;Keep your house fun and fresh with this wall poster.&amp;nbsp;Beautiful 2019 Calendars. Perfect for a Gift :)&lt;span style=&quot;color: rgb(88, 89, 91); font-family: &amp;quot;Avenir LT W01 45 Book&amp;quot;, sans-serif; text-align: start;&quot;&gt;.&lt;/span&gt;&lt;/div&gt;&lt;/span&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;span style=&quot;color: rgb(34, 34, 34); font-family: &amp;quot;Graphik Webfont&amp;quot;, -apple-system, BlinkMacSystemFont, Roboto, &amp;quot;Droid Sans&amp;quot;, &amp;quot;Segoe UI&amp;quot;, Helvetica, Arial, sans-serif; font-size: 14px; text-align: left;&quot;&gt;Perfect for home or office.&lt;/span&gt;&lt;br&gt;&lt;/div&gt;",calendars,Calendars,calendars,NULL
238,1,Feature Products,&lt;p&gt;All feature products. this will appear in front page randomly.&amp;nbsp;&lt;/p&gt;,Custom Poster Fresh Ideas Speedy Order Banners,Custom Poster Fresh Ideas Speedy Order Banners,Custom Poster Fresh Ideas Speedy Order Banners,
241,1,Guest Book Sign,,Guest Book Sign,Guest Book Sign,guest book sign,
242,1,Tee Shirts,"&lt;center&gt;&lt;h1 style=&quot;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Tee-Shirts&lt;/font&gt;&lt;/h1&gt;&lt;p style=&quot;margin-bottom: 10px; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;High-Quality Tee Shirt!&amp;nbsp;&lt;/p&gt;&lt;p style=&quot;margin-bottom: 10px; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Fits well and is perfect for any event, whether it be a party or group event.&lt;/p&gt;&lt;p style=&quot;margin-bottom: 10px; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;We use the latest industrial digital fabric printer technology to bring SUPER HIGH-Quality tee shirt that will last a long time through washes.&amp;nbsp; &amp;nbsp;&lt;br&gt;&lt;/p&gt;&lt;p style=&quot;margin-bottom: 10px; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; padding: 0px; border: 0px; outline: 0px; font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;span style=&quot;background-color: rgb(255, 255, 255);&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;We have a SPEEDY Turnaround time too.&amp;nbsp; You will not be disappointed, we are SPEEDY ORDERS&lt;/font&gt;&lt;/span&gt;&lt;/p&gt;&lt;div&gt;&lt;br&gt;&lt;/div&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;iframe frameborder=&quot;0&quot; src=&quot;//www.youtube.com/embed/1Gu7o1KNcHI&quot; width=&quot;640&quot; height=&quot;360&quot; class=&quot;note-video-clip&quot;&gt;&lt;/iframe&gt;&lt;/p&gt;&lt;/center&gt;",Emoji Birthday Shirt Emoji Birthday Emoji Birthday Party Shirt Custom Emoji Birthday Emoji Birthday Party Emoji Shirt ,"Emoji Birthday Shirt Emoji Birthday Emoji Birthday Party Shirt Custom Emoji Birthday Emoji Birthday Party Emoji Shirt 
","Emoji Birthday Shirt Emoji Birthday Emoji Birthday Party Shirt Custom Emoji Birthday Emoji Birthday Party Emoji Shirt 
",NULL
243,1,Photo Booth Props,"&lt;h1 style=&quot;text-align: -webkit-center;&quot;&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;Photo Booth Props&lt;/font&gt;&lt;/h1&gt;&lt;h1 style=&quot;text-align: -webkit-center;&quot;&gt;&lt;span style=&quot;font-size: 14px;&quot;&gt;Funny and colorful unique photo booth props for your party! A great option for the DIY'ers or last-minute party planners!&lt;/span&gt;&lt;font color=&quot;#424242&quot; face=&quot;Arial Black&quot;&gt;&lt;br&gt;&lt;/font&gt;&lt;/h1&gt;&lt;p style=&quot;text-align: center; &quot;&gt;&lt;iframe frameborder=&quot;0&quot; src=&quot;//www.youtube.com/embed/8y8L80Qt3jk&quot; width=&quot;640&quot; height=&quot;360&quot; class=&quot;note-video-clip&quot;&gt;&lt;/iframe&gt;&lt;b style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin: 0px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;br&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;b style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin: 0px; padding: 0px; border: 0px; outline: 0px; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;br&gt;&lt;/b&gt;&lt;/p&gt;&lt;p&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;b style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin: 0px; padding: 0px; border: 0px; outline: 0px; font-family: Helvetica, Arial, sans-serif; font-size: 13px; background-color: rgb(255, 255, 255);&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;NO STICKS included.&lt;/font&gt;&lt;/b&gt;&lt;/div&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#333745&quot; face=&quot;Helvetica, Arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 13px;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/font&gt;&lt;/div&gt;&lt;span style=&quot;color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px; background-color: rgb(244, 244, 244);&quot;&gt;&lt;div style=&quot;text-align: center;&quot;&gt;You would have to Mount it yourself to any cardboard or board. Use a glue stick for best results. We are not responsible for any user errors.&lt;/div&gt;&lt;/span&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font color=&quot;#333745&quot; face=&quot;Helvetica, Arial, sans-serif&quot;&gt;&lt;span style=&quot;font-size: 13px;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/font&gt;&lt;/div&gt;&lt;p&gt;&lt;/p&gt;&lt;li style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Step 1: CAREFULLY take out poster from the box.&lt;/li&gt;&lt;p style=&quot;text-align: center; &quot;&gt;&lt;br style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;/p&gt;&lt;li style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Step 2: Use Glue Stick to stick to your board.&lt;/li&gt;&lt;p style=&quot;text-align: center; &quot;&gt;&lt;br style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;/p&gt;&lt;li style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Step 3: Wait for it to Dry.&lt;/li&gt;&lt;p style=&quot;text-align: center; &quot;&gt;&lt;br style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;/p&gt;&lt;li style=&quot;text-align: center; -webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; color: rgb(51, 55, 69); font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;Step 4: Cut out the shapes.&lt;/li&gt;&lt;p style=&quot;-webkit-font-smoothing: antialiased; -webkit-tap-highlight-color: transparent; margin-bottom: 10px; padding: 0px; border: 0px; outline: 0px;&quot;&gt;&lt;/p&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;font face=&quot;Helvetica, Arial, sans-serif&quot; color=&quot;#ff9c00&quot;&gt;&lt;span style=&quot;font-size: 13px;&quot;&gt;&lt;br&gt;&lt;/span&gt;&lt;/font&gt;&lt;/div&gt;&lt;b style=&quot;font-family: Helvetica, Arial, sans-serif; font-size: 13px;&quot;&gt;&lt;div style=&quot;text-align: center;&quot;&gt;&lt;b style=&quot;&quot;&gt;&lt;font color=&quot;#ff9c00&quot;&gt;SIZE: 36x24&amp;nbsp;&lt;/font&gt;&lt;/b&gt;&lt;/div&gt;&lt;/b&gt;&lt;p&gt;&lt;/p&gt;","Custom Emoji Photo booth prop, Smiley, Emoticon, Emoji props, Emoji Photo props, speech bubbles props, Emoji Party, Emoji Birthday ","Custom Emoji Photo booth prop, Smiley, Emoticon, Emoji props, Emoji Photo props, speech bubbles props, Emoji Party, Emoji Birthday 
","Custom Emoji Photo booth prop, Smiley, Emoticon, Emoji props, Emoji Photo props, speech bubbles props, Emoji Party, Emoji Birthday 
",NULL
